"","county","year","crimerate","arrest","conviction","prison","sentence","police","popdensity","taxrevenue","region","urban","minority","mix","youngmale","wage","policelag1","policelag2","policelag3","policelag4","policelag5","policelag6"
"134","45","81",0.0344852,0.21688,0.457735,0.425087,10.99,0.0011571,1.790598,21.06336,"central","no",21.7499,0.2354701,0.0877566,254.585522222222,NA,NA,NA,NA,NA,NA
"135","45","82",0.0319727,0.219476,0.327731,0.533333,8.27,0.001144,1.792735,25.02926,"central","no",21.7499,0.1947995,0.0867215,265.763977777778,0.0011571,NA,NA,NA,NA,NA
"136","45","83",0.0351112,0.229739,0.278426,0.502618,7.5,0.0011406,1.790598,21.45819,"central","no",21.7499,0.0938073,0.0857163,397.321633333333,0.001144,0.0011571,NA,NA,NA,NA
"137","45","84",0.0376378,0.238544,0.364474,0.516245,11.19,0.0011813,1.814103,23.50994,"central","no",21.7499,0.0851499,0.0846924,293.624944444444,0.0011406,0.001144,0.0011571,NA,NA,NA
"138","45","85",0.03854,0.215789,0.321377,0.53125,9.04,0.0011813,1.84188,26.95903,"central","no",21.7499,0.091954,0.0835231,306.494355555556,0.0011813,0.0011406,0.001144,0.0011571,NA,NA
"139","45","86",0.0312755,0.278193,0.302013,0.56,9.76,0.0011912,1.839744,27.90675,"central","no",21.7499,0.0864097,0.0818221,323.034688888889,0.0011813,0.0011813,0.0011406,0.001144,0.0011571,NA
"140","45","87",0.0362807,0.202627,0.450567,0.47482,8.96,0.0012153,1.844017,30.849,"central","no",21.7499,0.0859486,0.0801354,341.016722222222,0.0011912,0.0011813,0.0011813,0.0011406,0.001144,0.0011571
"141","47","81",0.0319193,0.302526,0.368635,0.458564,8.54,0.0019077,0.5501066,22.28144,"other","no",33.4032,0.100339,0.0858434,230.015555555556,NA,NA,NA,NA,NA,NA
"142","47","82",0.0305205,0.336927,0.538,0.371747,6.68,0.0018921,0.5479744,24.9439,"other","no",33.4032,0.0832117,0.0839351,248.073011111111,0.0019077,NA,NA,NA,NA,NA
"143","47","83",0.0291268,0.210342,0.647841,0.328205,6.37,0.0019336,0.5501066,24.60299,"other","no",33.4032,0.0832703,0.081979,506.615044444444,0.0018921,0.0019077,NA,NA,NA,NA
"144","47","84",0.0296451,0.178862,0.579545,0.385621,5.41,0.0019081,0.5533049,27.24714,"other","no",33.4032,0.099032,0.0800994,282.208777777778,0.0019336,0.0018921,0.0019077,NA,NA,NA
"145","47","85",0.0293452,0.235624,0.625,0.385714,6.6,0.0020167,0.5554371,29.40129,"other","no",33.4032,0.1272727,0.0781424,295.071122222222,0.0019081,0.0019336,0.0018921,0.0019077,NA,NA
"146","47","86",0.031931,0.188847,0.691275,0.34466,7.75,0.0019223,0.5575693,31.47759,"other","no",33.4032,0.1247327,0.0760051,333.9485,0.0020167,0.0019081,0.0019336,0.0018921,0.0019077,NA
"147","47","87",0.0313623,0.182927,0.763333,0.270742,7.79,0.0012813,0.5639659,32.6605,"other","no",33.4032,0.1240576,0.0738102,324.8936,0.0019223,0.0020167,0.0019081,0.0019336,0.0018921,0.0019077
"148","49","81",0.0359381,0.270776,0.309798,0.432558,16.89,0.0011919,1.024251,21.0344,"other","no",29.9072,0.1,0.1394802,246.568477777778,NA,NA,NA,NA,NA,NA
"149","49","82",0.0361096,0.310412,0.340426,0.408088,10.25,0.0013467,1.048502,21.56757,"other","no",29.9072,0.1255468,0.1359137,257.670011111111,0.0011919,NA,NA,NA,NA,NA
"150","49","83",0.0359286,0.272624,0.315278,0.418502,8.95,0.0014829,1.064194,24.67342,"other","no",29.9072,0.1064097,0.1324623,337.3075,0.0013467,0.0011919,NA,NA,NA,NA
"151","49","84",0.0319024,0.326141,0.361323,0.40493,9.18,0.0015091,1.095578,26.80106,"other","no",29.9072,0.1214518,0.1291349,278.707588888889,0.0014829,0.0013467,0.0011919,NA,NA,NA
"152","49","85",0.030183,0.322888,0.398031,0.392226,9.8,0.0015352,1.132668,27.05969,"other","no",29.9072,0.1032064,0.1261602,296.143944444444,0.0015091,0.0014829,0.0013467,0.0011919,NA,NA
"153","49","86",0.0320147,0.253112,0.462295,0.375887,4.36,0.0014745,1.14408,32.37318,"other","no",29.9072,0.0944596,0.1241894,312.365477777778,0.0015352,0.0015091,0.0014829,0.0013467,0.0011919,NA
"154","49","87",0.0374979,0.26442,0.371879,0.35689,8.7,0.0014853,1.14408,39.23048,"other","no",29.9072,0.1069231,0.1222448,329.623711111111,0.0014745,0.0015352,0.0015091,0.0014829,0.0013467,0.0011919
"155","51","81",0.0630904,0.201316,0.262496,0.481437,12.03,0.0014254,3.7793,24.87787,"other","yes",37.7792,0.1146304,0.1624084,246.306177777778,NA,NA,NA,NA,NA,NA
"156","51","82",0.0628671,0.223799,0.257295,0.417666,9.44,0.0014883,3.7793,23.15848,"other","yes",37.7792,0.1018474,0.1585475,264.378833333333,0.0014254,NA,NA,NA,NA,NA
"157","51","83",0.060056,0.214351,0.27041,0.417508,7.83,0.0014377,3.817352,25.42798,"other","yes",37.7792,0.1087709,0.1547367,365.892077777778,0.0014883,0.0014254,NA,NA,NA,NA
"158","51","84",0.0591762,0.1901,0.322122,0.449946,11.23,0.0014549,3.866058,27.70948,"other","yes",37.7792,0.1153507,0.1509761,293.225122222222,0.0014377,0.0014883,0.0014254,NA,NA,NA
"159","51","85",0.0712392,0.171519,0.308015,0.413636,9.5,0.0016594,3.888889,31.27144,"other","yes",37.7792,0.0966489,0.147533,307.627433333333,0.0014549,0.0014377,0.0014883,0.0014254,NA,NA
"160","51","86",0.0704214,0.166131,0.275701,0.424939,10.88,0.0014956,3.913242,32.44891,"other","yes",37.7792,0.1397333,0.1448753,324.600622222222,0.0016594,0.0014549,0.0014377,0.0014883,0.0014254,NA
"161","51","87",0.0883849,0.155248,0.259833,0.407628,11.93,0.001908,3.934551,35.69936,"other","yes",37.7792,0.1047432,0.1422378,340.974888888889,0.0014956,0.0016594,0.0014549,0.0014377,0.0014883,0.0014254
"162","53","81",0.0196669,0.252252,1.21429,0.176471,13.22,0.0008859,0.4414063,24.30766,"other","no",17.9096,0.0471698,0.091046,194.567466666667,NA,NA,NA,NA,NA,NA
"163","53","82",0.0199702,0.184211,0.690476,0.241379,7.43,0.0009635,0.4570313,24.72824,"other","no",17.9096,0.0654206,0.0907224,198.837411111111,0.0008859,NA,NA,NA,NA,NA
"164","53","83",0.0222781,0.217899,0.642857,0.194444,6.98,0.0008669,0.4882813,28.0169,"other","no",17.9096,0.0198413,0.0903797,395.520533333333,0.0009635,0.0008859,NA,NA,NA,NA
"165","53","84",0.0138866,0.228916,0.921053,0.371429,7.89,0.0009202,0.5039063,34.98158,"other","no",17.9096,0.0246914,0.0896802,235.789077777778,0.0008669,0.0009635,0.0008859,NA,NA,NA
"166","53","85",0.0170847,0.159091,1.05714,0.378378,5.97,0.0008542,0.5039063,39.17915,"other","no",17.9096,0.0377358,0.0890676,244.344866666667,0.0009202,0.0008669,0.0009635,0.0008859,NA,NA
"167","53","86",0.0138049,0.337079,0.5,0.333333,8.92,0.0009307,0.5234375,44.58454,"other","no",17.9096,0.0722892,0.0867522,266.143344444444,0.0008542,0.0009202,0.0008669,0.0009635,0.0008859,NA
"168","53","87",0.0140655,0.303191,0.140351,0.25,11.96,0.0011222,0.5351563,50.38139,"other","no",17.9096,0.0804598,0.0847631,280.113788888889,0.0009307,0.0008542,0.0009202,0.0008669,0.0009635,0.0008859
"169","55","81",0.0397498,0.143426,0.944444,0.367647,7.47,0.0032465,0.3606138,48.84256,"other","no",6.49622,0.0524109,0.0835457,211.169866666667,NA,NA,NA,NA,NA,NA
"170","55","82",0.0467392,0.164154,0.561224,0.454545,15.09,0.0032882,0.3759591,52.22086,"other","no",6.49622,0.0240137,0.0830384,225.110588888889,0.0032465,NA,NA,NA,NA,NA
"171","55","83",0.0530843,0.134307,0.543478,0.34,9.44,0.0033323,0.3913043,59.8843,"other","no",6.49622,0.0442073,0.082558,381.572466666667,0.0032882,0.0032465,NA,NA,NA,NA
"172","55","84",0.0504352,0.180501,0.335766,0.26087,10.89,0.0029902,0.4143223,76.22852,"other","no",6.49622,0.0675106,0.0822679,255.366133333333,0.0033323,0.0032882,0.0032465,NA,NA,NA
"173","55","85",0.0635231,0.202885,0.241706,0.490196,8.17,0.0036037,0.4424552,85.93001,"other","no",6.49622,0.0982049,0.0811983,264.379855555556,0.0029902,0.0033323,0.0032882,0.0032465,NA,NA
"174","55","86",0.074755,0.257564,0.253012,0.25,11.77,0.0040596,0.4782609,97.3625,"other","no",6.49622,0.1316945,0.0785215,293.803366666667,0.0036037,0.0029902,0.0033323,0.0032882,0.0032465,NA
"175","55","87",0.0790163,0.224628,0.207831,0.304348,13.57,0.0040096,0.5115089,119.7615,"other","no",6.49622,0.0843727,0.0761381,310.711911111111,0.0040596,0.0036037,0.0029902,0.0033323,0.0032882,0.0032465
"176","57","81",0.0368013,0.205165,0.533487,0.41342,10.44,0.0013775,2.087591,19.2422,"central","no",10.9957,0.1012262,0.085526,244.544066666667,NA,NA,NA,NA,NA,NA
"177","57","82",0.0312481,0.281931,0.52544,0.376164,8.53,0.0013448,2.104015,18.1739,"central","no",10.9957,0.0731202,0.0849587,260.321911111111,0.0013775,NA,NA,NA,NA,NA
"178","57","83",0.0290823,0.275154,0.47548,0.376682,10.77,0.0013052,2.114964,20.02377,"central","no",10.9957,0.0639825,0.0843965,345.919477777778,0.0013448,0.0013775,NA,NA,NA,NA
"179","57","84",0.0258322,0.29059,0.489168,0.30303,9.18,0.0013524,2.144161,23.66816,"central","no",10.9957,0.0604357,0.0838488,287.640533333333,0.0013052,0.0013448,0.0013775,NA,NA,NA
"180","57","85",0.0259898,0.303672,0.48366,0.326577,7.41,0.0013412,2.164234,27.02995,"central","no",10.9957,0.0674435,0.0828959,305.400977777778,0.0013524,0.0013052,0.0013448,0.0013775,NA,NA
"181","57","86",0.027782,0.291425,0.522513,0.330661,7.85,0.0013819,2.20073,27.08439,"central","no",10.9957,0.0670791,0.0807871,319.246477777778,0.0013412,0.0013524,0.0013052,0.0013448,0.0013775,NA
"182","57","87",0.0300216,0.222002,0.736909,0.320624,10.47,0.0013619,2.251825,28.59199,"central","no",10.9957,0.0749771,0.0787302,336.510833333333,0.0013819,0.0013412,0.0013524,0.0013052,0.0013448,0.0013775
"183","59","81",0.0183936,0.257642,0.601695,0.56338,8.7,0.0010442,0.9513109,22.16452,"central","no",10.8704,0.0853081,0.0794902,236.677855555556,NA,NA,NA,NA,NA,NA
"184","59","82",0.016081,0.209877,0.729412,0.387097,9.93,0.0009927,0.9700375,24.36296,"central","no",10.8704,0.0574412,0.0798313,246.980877777778,0.0010442,NA,NA,NA,NA,NA
"185","59","83",0.0159541,0.23399,0.789474,0.333333,6.34,0.001061,0.9925094,25.11233,"central","no",10.8704,0.0740741,0.0802594,285.172744444444,0.0009927,0.0010442,NA,NA,NA,NA
"186","59","84",0.0160226,0.301176,0.554688,0.323944,9.16,0.0010933,1.007491,28.47488,"central","no",10.8704,0.0786802,0.0805691,275.728944444444,0.001061,0.0009927,0.0010442,NA,NA,NA
"187","59","85",0.015924,0.231651,1.22772,0.241935,11.69,0.0008765,1.037453,30.28687,"central","no",10.8704,0.0712531,0.0803874,288.024255555555,0.0010933,0.001061,0.0009927,0.0010442,NA,NA
"188","59","86",0.0193287,0.796262,0.13615,0.431034,8.71,0.0010477,1.011236,33.3781,"central","no",10.8704,0.07,0.0790292,302.7203,0.0008765,0.0010933,0.001061,0.0009927,0.0010442,NA
"189","59","87",0.0233327,0.227753,0.622517,0.425532,6.5,0.0011965,1.026217,41.07194,"central","no",10.8704,0.1161616,0.0775693,322.415177777778,0.0010477,0.0008765,0.0010933,0.001061,0.0009927,0.0010442
"190","61","81",0.0248057,0.1917,0.912371,0.39548,8.94,0.0012501,0.4981685,22.06186,"other","no",34.9995,0.1035987,0.0861588,218.430633333333,NA,NA,NA,NA,NA,NA
"191","61","82",0.0225081,0.279781,0.628906,0.447205,7.72,0.0013284,0.5006105,21.36424,"other","no",34.9995,0.1213235,0.0844954,235.066155555556,0.0012501,NA,NA,NA,NA,NA
"192","61","83",0.0177485,0.411523,0.546667,0.481707,10.13,0.0015338,0.5018315,22.14209,"other","no",34.9995,0.1353033,0.0827741,488.329555555556,0.0013284,0.0012501,NA,NA,NA,NA
"193","61","84",0.0169917,0.396527,0.547445,0.4,8.36,0.001377,0.5079365,25.9619,"other","no",34.9995,0.129085,0.0811305,250.592233333333,0.0015338,0.0013284,0.0012501,NA,NA,NA
"194","61","85",0.0179394,0.495924,0.454795,0.391566,9.64,0.0013649,0.5079365,31.69089,"other","no",34.9995,0.1288344,0.0794323,272.778844444444,0.001377,0.0015338,0.0013284,0.0012501,NA,NA
"195","61","86",0.0215632,0.343537,0.640264,0.350515,12.3,0.0014913,0.5091575,30.51904,"other","no",34.9995,0.1439689,0.0775928,287.026166666667,0.0013649,0.001377,0.0015338,0.0013284,0.0012501,NA
"196","61","87",0.0233677,0.398119,0.493438,0.361702,8.77,0.0014162,0.5079365,32.59961,"other","no",34.9995,0.1670732,0.075799,291.208133333333,0.0014913,0.0013649,0.001377,0.0015338,0.0013284,0.0012501
"197","63","81",0.0813022,0.157454,0.270823,0.388679,16.18,0.0022306,5.177852,40.77384,"central","yes",38.223,0.0588686,0.1023255,292.781244444444,NA,NA,NA,NA,NA,NA
"198","63","82",0.0785857,0.155625,0.313591,0.394604,12.6,0.0024576,5.214765,29.88926,"central","yes",38.223,0.0602042,0.1010207,319.221166666667,0.0022306,NA,NA,NA,NA,NA
"199","63","83",0.0760822,0.140742,0.349671,0.417094,9.77,0.0025922,5.2651,31.95497,"central","yes",38.223,0.0642851,0.0997373,381.997144444444,0.0024576,0.0022306,NA,NA,NA,NA
"200","63","84",0.073959,0.12898,0.405121,0.465154,11.82,0.0027058,5.345638,34.55822,"central","yes",38.223,0.0688875,0.0985009,584.949822222222,0.0025922,0.0024576,0.0022306,NA,NA,NA
"201","63","85",0.0703023,0.142794,0.519003,0.40096,10.09,0.0023205,5.426175,40.89529,"central","yes",38.223,0.0825388,0.0972633,381.603722222222,0.0027058,0.0025922,0.0024576,0.0022306,NA,NA
"202","63","86",0.0690603,0.113018,0.509539,0.424337,11.36,0.0023762,5.563758,43.38488,"central","yes",38.223,0.0759787,0.0959648,406.132555555556,0.0023205,0.0027058,0.0025922,0.0024576,0.0022306,NA
"203","63","87",0.0706599,0.133225,0.459216,0.363636,11.51,0.0023761,5.674497,50.19918,"central","yes",38.223,0.0758538,0.0946898,439.150822222222,0.0023762,0.0023205,0.0027058,0.0025922,0.0024576,0.0022306
"204","65","81",0.054168,0.130332,0.524675,0.480198,9.62,0.0010269,1.118577,20.51209,"other","no",51.6932,0.1249048,0.0905425,258.805944444444,NA,NA,NA,NA,NA,NA
"205","65","82",0.0524684,0.158604,0.566449,0.538462,7.41,0.0010153,1.126482,25.1056,"other","no",51.6932,0.1117941,0.0883003,276.412488888889,0.0010269,NA,NA,NA,NA,NA
"206","65","83",0.0458803,0.15526,0.397985,0.462025,8.79,0.0009869,1.132411,22.40775,"other","no",51.6932,0.0955851,0.0861127,271.423222222222,0.0010153,0.0010269,NA,NA,NA,NA
"207","65","84",0.0481331,0.135991,0.646575,0.580508,11.03,0.0010581,1.144269,24.44519,"other","no",51.6932,0.1136929,0.0839781,302.831211111111,0.0009869,0.0010153,0.0010269,NA,NA,NA
"208","65","85",0.0603418,0.311758,0.140317,0.38914,8.21,0.0006569,1.156126,26.38083,"other","no",51.6932,0.1216696,0.0816832,321.326655555556,0.0010581,0.0009869,0.0010153,0.0010269,NA,NA
"209","65","86",0.0636435,0.286722,0.141192,0.426606,9.77,0.00065,1.166008,29.06771,"other","no",51.6932,0.1232791,0.0789509,332.366655555555,0.0006569,0.0010581,0.0009869,0.0010153,0.0010269,NA
"210","65","87",0.0658801,0.28733,0.154452,0.403922,9.84,0.0018574,1.167984,30.62824,"other","no",51.6932,0.0936429,0.0762235,353.205677777778,0.00065,0.0006569,0.0010581,0.0009869,0.0010153,0.0010269
"211","67","81",0.0619138,0.185028,0.288693,0.529988,10.01,0.0017366,6.002427,29.3821,"central","yes",25.6546,0.1358236,0.0888331,217.137611111111,NA,NA,NA,NA,NA,NA
"212","67","82",0.0623111,0.20316,0.289915,0.644493,8.08,0.0019691,6.065534,30.12709,"central","yes",25.6546,0.166392,0.0869502,209.975905555556,0.0017366,NA,NA,NA,NA,NA
"213","67","83",0.0593568,0.205525,0.294805,0.5837,7.18,0.0019844,6.126214,31.14427,"central","yes",25.6546,0.1716966,0.0851107,235.990988888889,0.0019691,0.0017366,NA,NA,NA,NA
"214","67","84",0.0518556,0.220271,0.297982,0.548794,8.97,0.0019539,6.184466,34.22279,"central","yes",25.6546,0.1794507,0.083301,254.033488888889,0.0019844,0.0019691,0.0017366,NA,NA,NA
"215","67","85",0.0475793,0.222561,0.276769,0.519411,8.54,0.0020049,6.28398,42.60989,"central","yes",25.6546,0.218794,0.0813422,270.008455555556,0.0019539,0.0019844,0.0019691,0.0017366,NA,NA
"216","67","86",0.0573538,0.201052,0.266018,0.503153,8.63,0.0020076,6.330097,38.39244,"central","yes",25.6546,0.2455477,0.078876,284.348655555556,0.0020049,0.0019539,0.0019844,0.0019691,0.0017366,NA
"217","67","87",0.0614177,0.217215,0.248276,0.488426,10.57,0.0021775,6.427185,45.89987,"central","yes",25.6546,0.2199969,0.0764797,299.1946,0.0020076,0.0020049,0.0019539,0.0019844,0.0019691,0.0017366
"218","69","81",0.0151278,0.43018,0.628272,0.475,13.26,0.0010903,0.6153846,18.40199,"central","no",42.3224,0.1502591,0.095072,311.875722222222,NA,NA,NA,NA,NA,NA
"219","69","82",0.0125657,0.466488,0.747126,0.353846,11.59,0.0010106,0.6234818,19.21359,"central","no",42.3224,0.1406728,0.0928766,304.227493333333,0.0010903,NA,NA,NA,NA,NA
"220","69","83",0.0140695,0.469194,1.06061,0.252381,9.47,0.0010335,0.6315789,25.01132,"central","no",42.3224,0.1722222,0.0907606,349.676233333333,0.0010106,0.0010903,NA,NA,NA,NA
"221","69","84",0.012961,0.492386,0.438144,0.505882,7.05,0.0010856,0.6437247,24.6179,"central","no",42.3224,0.168639,0.088698,369.047422222222,0.0010335,0.0010106,0.0010903,NA,NA,NA
"222","69","85",0.0123078,0.386301,0.929078,0.381679,8.6,0.0011128,0.6639676,27.38272,"central","no",42.3224,0.0641399,0.0866098,383.352155555556,0.0010856,0.0010335,0.0010106,0.0010903,NA,NA
"223","69","86",0.0166801,0.304833,0.817073,0.335821,10.28,0.0010231,0.6923077,29.94595,"central","no",42.3224,0.1069959,0.0841692,398.712988888889,0.0011128,0.0010856,0.0010335,0.0010106,0.0010903,NA
"224","69","87",0.0173158,0.283505,0.739394,0.418033,9.1,0.0010711,0.7125506,35.37642,"central","no",42.3224,0.0797774,0.0818195,422.973066666667,0.0010231,0.0011128,0.0010856,0.0010335,0.0010106,0.0010903
"225","71","81",0.0578315,0.200021,0.304737,0.42487,11.54,0.0017899,4.616247,27.81321,"central","no",13.315,0.0745475,0.0851048,271.3619,NA,NA,NA,NA,NA,NA
"226","71","82",0.067442,0.179522,0.245524,0.475,7.82,0.001957,4.661065,22.59488,"central","no",13.315,0.0485269,0.0842905,284.636055555556,0.0017899,NA,NA,NA,NA,NA
"227","71","83",0.0609887,0.162985,0.355817,0.483478,8.86,0.0019868,4.680672,26.16352,"central","no",13.315,0.0574872,0.0834979,301.579455555556,0.001957,0.0017899,NA,NA,NA,NA
"228","71","84",0.0585782,0.168659,0.284676,0.468085,7.53,0.0019089,4.739496,27.77145,"central","no",13.315,0.070304,0.0827011,318.1508,0.0019868,0.001957,0.0017899,NA,NA,NA
"229","71","85",0.0571815,0.219947,0.274481,0.528998,9.16,0.0019111,4.817927,28.14489,"central","no",13.315,0.0818411,0.0818151,333.487111111111,0.0019089,0.0019868,0.001957,0.0017899,NA,NA
"230","71","86",0.0555218,0.249463,0.209983,0.44877,9.39,0.0019489,4.809524,30.13722,"central","no",13.315,0.1040531,0.0805968,351.306111111111,0.0019111,0.0019089,0.0019868,0.001957,0.0017899,NA
"231","71","87",0.0544061,0.243119,0.22959,0.379175,11.29,0.0020703,4.834734,31.53658,"central","no",13.315,0.1018608,0.0793903,370.835055555556,0.0019489,0.0019111,0.0019089,0.0019868,0.001957,0.0017899
"232","77","81",0.0321369,0.214431,0.57346,0.421488,7.77,0.0022208,0.6460674,17.48343,"central","no",45.4513,0.1271478,0.0938804,228.857266666667,NA,NA,NA,NA,NA,NA
"233","77","82",0.0380832,0.213855,0.566901,0.459627,7.08,0.0021508,0.6591761,19.10578,"central","no",45.4513,0.1150294,0.0927062,239.758455555556,0.0022208,NA,NA,NA,NA,NA
"234","77","83",0.0347969,0.233279,0.727273,0.346154,8.56,0.002299,0.670412,19.35769,"central","no",45.4513,0.1096015,0.0917349,252.604577777778,0.0021508,0.0022208,NA,NA,NA,NA
"235","77","84",0.0352097,0.278521,0.466102,0.454545,9.35,0.0023824,0.6797753,22.15349,"central","no",45.4513,0.1779425,0.0906859,270.416544444444,0.002299,0.0021508,0.0022208,NA,NA,NA
"236","77","85",0.0398521,0.206371,0.681208,0.512315,6.82,0.0024011,0.6872659,33.05056,"central","no",45.4513,0.177814,0.089236,282.230677777778,0.0023824,0.002299,0.0021508,0.0022208,NA,NA
"237","77","86",0.0432589,0.179697,0.414035,0.584746,6.68,0.0024002,0.7059925,26.29734,"central","no",45.4513,0.2247104,0.0862665,312.230822222222,0.0024011,0.0023824,0.002299,0.0021508,0.0022208,NA
"238","77","87",0.0441957,0.190876,0.528302,0.488095,9.6,0.0024671,0.7172285,29.70588,"central","no",45.4513,0.1790517,0.0834576,325.181222222222,0.0024002,0.0024011,0.0023824,0.002299,0.0021508,0.0022208
"239","79","81",0.018777,0.332237,0.60396,0.42623,7.49,0.0012353,0.6052632,22.11559,"other","no",45.4675,0.04811,0.0968263,203.478388888889,NA,NA,NA,NA,NA,NA
"240","79","82",0.0166299,0.298755,1,0.513889,9.59,0.0013801,0.6052632,24.6232,"other","no",45.4675,0.0343348,0.0940453,224.164966666667,0.0012353,NA,NA,NA,NA,NA
"241","79","83",0.0137267,0.228856,0.804348,0.486486,8.08,0.001161,0.6203008,24.78179,"other","no",45.4675,0.0414508,0.0910747,223.687088888889,0.0013801,0.0012353,NA,NA,NA,NA
"242","79","84",0.0115195,0.357143,1.13333,0.338235,6.17,0.0013028,0.6203008,26.21327,"other","no",45.4675,0.12,0.0879627,247.885888888889,0.001161,0.0013801,0.0012353,NA,NA,NA
"243","79","85",0.0118946,0.316327,0.919355,0.508772,6.09,0.001153,0.6203008,34.78369,"other","no",45.4675,0.0949721,0.0853098,253.064966666667,0.0013028,0.001161,0.0013801,0.0012353,NA,NA
"244","79","86",0.0112693,0.241935,1,0.488889,7.12,0.00103,0.6203008,33.57349,"other","no",45.4675,0.0941176,0.0834845,270.410044444445,0.001153,0.0013028,0.001161,0.0013801,0.0012353,NA
"245","79","87",0.0156759,0.411538,0.308411,0.454545,6.19,0.001025,0.6203008,37.50189,"other","no",45.4675,0.2807882,0.0812026,286.643755555556,0.00103,0.001153,0.0013028,0.001161,0.0013801,0.0012353
"246","81","81",0.063468,0.25921,0.236498,0.526442,20.52,0.002173,4.904762,22.73241,"central","yes",26.3941,0.1037736,0.0920546,299.926366666667,NA,NA,NA,NA,NA,NA
"247","81","82",0.0597609,0.280019,0.24277,0.496206,11.61,0.0020898,4.932412,34.60993,"central","yes",26.3941,0.1060528,0.0912082,318.206,0.002173,NA,NA,NA,NA,NA
"248","81","83",0.0524466,0.28878,0.268882,0.456929,12.35,0.002239,4.960062,28.6205,"central","yes",26.3941,0.1072257,0.0903812,334.229655555555,0.0020898,0.002173,NA,NA,NA,NA
"249","81","84",0.048507,0.281099,0.261102,0.444444,12.28,0.0022974,4.993855,30.11059,"central","yes",26.3941,0.1080912,0.0895623,353.167811111111,0.002239,0.0020898,0.002173,NA,NA,NA
"250","81","85",0.0527319,0.30938,0.231522,0.501219,10.64,0.0022705,5.023041,47.62537,"central","yes",26.3941,0.1094184,0.0882898,374.288,0.0022974,0.002239,0.0020898,0.002173,NA,NA
"251","81","86",0.0570522,0.282828,0.229781,0.419408,12.89,0.0022685,5.064516,40.53572,"central","yes",26.3941,0.1179423,0.0856773,388.954233333333,0.0022705,0.0022974,0.002239,0.0020898,0.002173,NA
"252","81","87",0.0604498,0.300215,0.203725,0.43102,14.42,0.0024356,5.124424,44.21059,"central","yes",26.3941,0.1025542,0.0831048,411.2707,0.0022685,0.0022705,0.0022974,0.002239,0.0020898,0.002173
"253","83","81",0.0314616,0.406452,0.443001,0.42671,10.26,0.0015685,0.7638121,30.86219,"other","no",50.5625,0.1598639,0.0883066,236.378188888889,NA,NA,NA,NA,NA,NA
"254","83","82",0.0315983,0.408199,0.448373,0.504732,7.59,0.0015142,0.7665746,33.64067,"other","no",50.5625,0.1671159,0.0864304,251.230433333333,0.0015685,NA,NA,NA,NA,NA
"255","83","83",0.0265988,0.455234,0.458396,0.478548,8.81,0.0015204,0.769337,31.85896,"other","no",50.5625,0.144208,0.0845222,266.0097,0.0015142,0.0015685,NA,NA,NA,NA
"256","83","84",0.0268714,0.349899,0.596929,0.511254,7.94,0.001552,0.7720994,32.88853,"other","no",50.5625,0.0868613,0.0827011,281.668922222222,0.0015204,0.0015142,0.0015685,NA,NA,NA
"257","83","85",0.0289042,0.398487,0.568038,0.417827,8.83,0.0016038,0.7734807,33.52496,"other","no",50.5625,0.106769,0.0806518,296.305488888889,0.001552,0.0015204,0.0015142,0.0015685,NA,NA
"258","83","86",0.0265029,0.455168,0.62406,0.373494,9,0.0014149,0.7734807,35.23186,"other","no",50.5625,0.1144165,0.07793,316.157055555556,0.0016038,0.001552,0.0015204,0.0015142,0.0015685,NA
"259","83","87",0.0315752,0.456394,0.45721,0.410256,7.85,0.0013853,0.781768,41.0865,"other","no",50.5625,0.0910683,0.0752191,331.503777777778,0.0014149,0.0016038,0.001552,0.0015204,0.0015142,0.0015685
"260","85","81",0.0383181,0.229671,0.323917,0.44186,7.91,0.0013922,1.006656,20.25876,"other","no",25.6287,0.132778,0.1138525,226.4712,NA,NA,NA,NA,NA,NA
"261","85","82",0.0448326,0.207602,0.369718,0.509524,4.83,0.0013437,1.016639,20.71021,"other","no",25.6287,0.1803279,0.1126167,239.2137,0.0013922,NA,NA,NA,NA,NA
"262","85","83",0.0411592,0.213554,0.559041,0.491749,7.34,0.0014433,1.024958,21.05484,"other","no",25.6287,0.1437584,0.1114001,251.696677777778,0.0013437,0.0013922,NA,NA,NA,NA
"263","85","84",0.0354902,0.232747,0.505814,0.417625,7.21,0.0013927,1.031614,23.23684,"other","no",25.6287,0.1780021,0.11023,264.540344444444,0.0014433,0.0013437,0.0013922,NA,NA,NA
"264","85","85",0.0372284,0.203632,0.4862,0.393013,7.79,0.0014164,1.049917,24.51749,"other","no",25.6287,0.150174,0.109063,289.689411111111,0.0013927,0.0014433,0.0013437,0.0013922,NA,NA
"265","85","86",0.04192,0.189701,0.461078,0.506494,6.08,0.0014127,1.064892,27.57891,"other","no",25.6287,0.1654899,0.1079831,302.543933333333,0.0014164,0.0013927,0.0014433,0.0013437,0.0013922,NA
"266","85","87",0.0490712,0.146132,0.54902,0.428571,8.78,0.0014373,1.081531,27.16143,"other","no",25.6287,0.1488661,0.1069417,319.871655555556,0.0014127,0.0014164,0.0013927,0.0014433,0.0013437,0.0013922
"267","87","81",0.0249672,0.271804,0.35514,0.385965,9.89,0.0014799,0.845045,25.04969,"west","no",2.69921,0.0834862,0.0808827,257.828577777778,NA,NA,NA,NA,NA,NA
